lemma	freq	distance	eligible	proper	concreteness	out_deg	in_deg
knock	2	NA	1	0	4.24	0	0
knop	1	NA	1	0		0	0
knopfler	2	NA	1	1		0	0
knot	3	NA	1	0	4.87	0	0
know	697	0	1	0	1.68	0	0
knowing	23	NA	1	0	1.59	0	0
knowledge	72	NA	1	0	1.73	0	0
knowledgeable	2	NA	1	0	1.92	0	0
knudstorp	3	NA	1	1		0	0
knudstrop	3	NA	1	0		0	0
koala	2	NA	1	0	4.77	0	0
kober	2	NA	1	1		0	0
koichi	1	NA	1	0		0	0
komaroff	1	NA	1	0		0	0
komodo	2	NA	1	1		0	0
kon	3	NA	1	0		0	0
kong	11	NA	1	1		0	0
konrad	1	NA	1	0		0	0
konstantinos	6	1	1	1		2	0
korea	29	0	1	1		1	0
korean	6	NA	1	1		0	0
kornienko	3	NA	1	1		0	0
kosuke	3	NA	1	0		0	0
kotak	2	NA	1	1		0	0
kpavogur	1	NA	1	0		0	0
kraft	5	NA	1	1		0	0
krakatoa	1	NA	1	0		0	0
krebs	3	NA	1	1		0	0
kremlin	2	NA	1	1		0	0
krill	1	NA	1	0		0	0
kris	5	NA	1	1		0	0
krishna	3	NA	1	1		0	0
krister	3	NA	1	1		0	0
kristin	3	NA	1	1		0	0
kroc	3	NA	1	1		0	0
krone	4	NA	1	0		0	0
krystian	3	NA	1	0		0	0
kudzu	1	NA	1	0		0	0
kuehner	1	NA	1	0		0	0
kuiper	9	NA	1	1		0	0
kumla	3	NA	1	1		0	0
kurt	3	NA	1	1		0	0
kuruma	3	NA	1	0		0	0
kurumi	3	NA	1	1		0	0
kushlick	3	NA	1	1		0	0
kwh	1	NA	1	0		0	0
kyle	2	NA	1	1		0	0
kyodo	3	NA	1	1		0	0
kyoto	3	NA	1	1		0	0
la	3	NA	1	1		0	0
laan	3	NA	1	1		0	0
lab	34	NA	1	0	4.69	1	0
label	22	NA	1	0	4.46	1	0
labium	6	NA	1	0		0	0
labor	10	5	1	0	3.08	1	0
laboratory	48	NA	1	0	4.46	1	0
labour	44	NA	1	1		1	0
labourer	4	NA	1	0		0	0
labradoodle	11	NA	1	0		0	0
labradoodles	1	NA	1	0		0	0
lac	6	NA	1	1		0	0
lace	2	NA	1	0	4.85	0	0
lacing	1	NA	1	0	4.07	0	0
lack	104	NA	1	0	2.04	0	0
lacklustre	1	NA	1	0		0	0
lactate	2	NA	1	0	3.59	0	0
lactation	1	NA	1	0	3.78	2	0
lactic	11	0	1	0	2.65	0	0
lactose	13	NA	1	0	4.18	1	1
lad	7	NA	1	0	4.28	0	0
ladder	13	0	1	0	5.00	0	0
laddish	2	NA	1	0		0	0
laden	2	NA	1	0	2.96	0	0
lady	31	0	1	1	4.33	1	0
ladybird	3	NA	1	0	4.76	0	0
laevis	1	NA	1	0		0	0
lafur	2	NA	1	0		0	0
lag	7	1	1	0	3.04	2	0
lagarde	4	NA	1	1		0	0
lager	3	NA	1	0	4.64	0	0
lagerstatten	1	NA	1	0		0	0
lagging	8	NA	1	0	2.33	0	0
lagos	7	NA	1	1		0	0
lahemaa	1	NA	1	0		0	0
laing	2	NA	1	1		1	0
lak	3	NA	1	1		0	0
lake	94	2	1	0	4.88	3	2
lakhael	2	NA	1	1		0	0
lakshmi	3	NA	1	1		0	0
lalueza	11	0	1	0		0	0
lamarck	7	NA	1	1		0	0
lamb	2	NA	1	0	4.97	0	0
lamborghini	7	NA	1	1		0	0
lamborghinis	2	NA	1	0		0	0
laminate	1	NA	1	0	3.89	0	0
lamp	4	NA	1	0	4.97	0	0
lamprey	15	1	1	0		1	0
lampshell	1	NA	1	0		0	0
lanarkshire	3	NA	1	1		0	0
lancaster	5	NA	1	1		0	0
lancelet	12	NA	1	0		1	0
lancelot	3	NA	1	1		0	0
lancet	1	NA	1	0		0	0
land	193	0	1	0	4.57	0	1
lander	3	NA	1	0		0	0
landfill	10	NA	1	0	4.69	0	0
landing	20	NA	1	0	3.87	0	0
landmark	2	NA	1	0	4.10	0	0
landmass	1	NA	1	0	4.21	0	0
landmines	2	NA	1	0		0	0
landscape	54	NA	1	0	4.34	0	0
landscaper	2	NA	1	0	3.92	1	0
landscaping	2	NA	1	0	4.21	0	0
landslide	8	NA	1	0	4.36	0	0
lane	18	1	1	0	4.66	1	0
langerhans	2	NA	1	1		0	0
langley	4	NA	1	1		0	0
language	65	NA	1	0	2.35	0	1
lanka	6	NA	1	1		0	0
lanolin	1	NA	1	0		0	0
lansdorp	6	NA	1	1		2	0
laos	6	NA	1	1		0	0
lap	1	NA	1	0	4.11	0	0
lapse	4	NA	1	0	2.85	0	0
laptop	16	NA	1	0	4.96	0	0
larch	1	NA	1	0		0	0
large	396	NA	1	0	3.37	0	3
largely	46	NA	1	0	2.32	0	0
larger	77	NA	1	0		0	0
laricina	1	NA	1	0		0	0
larissa	3	NA	1	1		0	0
larix	1	NA	1	0		0	0
larry	11	NA	1	1		0	0
lars	3	NA	1	1		0	0
larsen	3	NA	1	1		0	0
larson	3	NA	1	1		0	0
larva	18	NA	1	0	4.52	0	0
larval	13	NA	1	0	3.27	0	0
larynx	6	1	1	0	4.50	1	0
lasse	1	NA	1	0		0	0
lassen	1	NA	1	0		0	0
last	241	0	0	0	3.04	0	0
lastly	2	NA	1	0	2.33	0	0
latch	1	NA	1	0	4.79	0	0
late	78	0	1	0	2.60	0	0
latent	7	NA	1	0	1.81	0	0
later	173	0	1	0	1.80	0	0
lateral	10	NA	1	0	3.50	0	0
laterally	2	NA	1	0	2.96	0	0
latest	58	NA	1	0	2.07	0	0
latin	27	NA	1	1		0	0
latitude	14	NA	1	0	2.54	0	0
latoya	3	NA	1	1		0	0
latt	3	NA	1	1		0	0
latte	1	NA	1	0	4.64	0	0
latter	15	NA	0	0	2.17	0	0
lattice	4	NA	1	0		0	0
laugh	13	NA	1	0	4.21	0	0
laughter	2	NA	1	0	4.22	0	0
launch	58	NA	1	0	3.70	0	0
launching	8	0	1	0		0	0
launderers	5	NA	1	0		0	0
laundering	2	NA	1	0	2.82	0	0
laundry	1	NA	1	0	4.93	0	0
laura	14	NA	1	1		0	0
laurales	2	NA	1	1		0	0
laurasia	1	NA	1	0		0	0
laureate	4	NA	1	0		0	1
laurel	5	NA	1	1	4.15	0	0
laurels	2	NA	1	0		0	0
lauren	6	NA	1	1		0	0
laurence	6	NA	1	1		0	0
lava	34	NA	1	0	4.82	1	0
lava's	1	NA	1	0		0	0
lavish	1	NA	1	0	2.31	0	0
lavoisier	1	NA	1	0		0	0
lavon	1	NA	1	0		0	0
law	149	0	1	0	2.57	2	0
lawabiding	1	NA	1	0		0	0
lawn	6	NA	1	0	4.93	0	0
lawnmower	2	NA	1	0	4.97	0	0
lawrence	9	NA	1	1		0	0
laws	40	NA	1	0		0	1
lawyer	40	0	1	0	4.70	0	4
lay	36	NA	1	0	3.86	0	0
layer	126	1	1	0	3.52	5	10
laying	4	NA	1	0	3.83	0	0
layout	4	NA	1	0	3.38	0	0
lazenby	6	NA	1	1		0	0
lazy	3	NA	1	0	2.67	0	0
lb	3	NA	1	0		0	0
ldl	3	NA	1	1		0	0
le	1	NA	1	0		0	0
lea	2	NA	1	1		0	0
leach	4	NA	1	0	4.15	0	1
leaching	2	NA	1	0		0	0
lead	169	0	1	0	4.10	1	0
leader	67	NA	1	0	3.89	0	3
leaders	57	NA	1	0		0	0
leadership	8	NA	1	0	2.43	0	0
leading	100	NA	1	0	3.14	0	0
leady	1	NA	1	0		0	0
leaf	143	NA	1	0	5.00	1	3
leafless	1	NA	1	0	4.04	0	0
leaflet	2	NA	1	0	4.31	0	0
leafy	3	NA	1	0	3.89	0	0
league	19	NA	1	1	3.46	0	0
leahy	7	NA	1	1		0	0
leak	13	NA	1	0	4.28	0	0
leaky	1	NA	1	0	3.57	0	0
leandro	1	NA	1	0		0	0
leap	2	NA	1	0	3.86	0	0
learn	144	0	1	0	2.20	0	0
learner	7	NA	1	0	3.28	0	0
learning	64	1	1	0	3.14	3	0
least	134	0	0	0	2.36	0	0
leather	3	NA	1	0	4.82	0	0
leatherback	1	NA	1	0		0	0
leathery	7	NA	1	0	3.40	0	0
leave	220	0	1	0	2.53	0	0
leaving	42	0	1	0	3.25	0	0
lebanon	1	NA	1	0		0	0
leclerc	1	NA	1	0		0	0
lectern	2	NA	1	0	4.46	0	0
lecture	11	NA	1	0	3.79	0	0
lecturer	8	NA	1	0	4.34	0	1
led	149	0	1	0	2.62	0	0
ledell	1	NA	1	0		0	0
ledge	3	NA	1	0	4.72	0	0
lee	11	NA	1	1		0	0
leech	8	NA	1	0	4.33	0	0
leeds	3	NA	1	1		0	0
leeuwenhoek	3	NA	1	1		0	0
leftfield	1	NA	1	0		0	0
leg	13	NA	1	0	4.83	0	0
legacy	8	NA	1	0	1.40	0	0
legal	90	NA	1	0	1.79	0	0
legally	12	NA	1	0	2.23	0	0
legend	3	NA	1	0	2.96	0	0
legible	4	NA	1	0	3.76	0	0
legislation	13	NA	1	0	3.14	0	0
legislative	7	NA	1	0	2.14	0	0
legislator	1	NA	1	0	3.75	0	0
legislature	1	NA	1	0	2.54	0	0
legitimacy	1	NA	1	0	2.07	0	0
legitimate	7	NA	1	0	1.63	0	0
legitimately	2	NA	1	0	1.96	0	0
legless	2	NA	1	0	4.07	0	0
lego	17	NA	1	1	4.73	0	0
legs	22	NA	1	0		0	0
legume	2	NA	1	0	4.31	0	0
leicester	13	NA	1	1		0	0
leifert	9	NA	1	1		0	0
leigh	3	NA	0	1		0	0
leisure	3	NA	1	0	2.03	0	0
leiva	3	NA	1	1		0	0
lemnos	14	NA	1	1		0	0
lemon	8	NA	1	0	5.00	0	0
lemur	7	NA	1	0		0	0
lend	1	NA	1	0	3.07	0	0
lending	2	NA	1	0		0	0
length	64	NA	1	0	4.07	0	3
lengthen	2	NA	1	0	3.47	0	0
lengthening	3	NA	1	0		0	0
lennon	8	NA	1	1		0	0
lens	9	0	1	0	4.64	0	0
lense	7	NA	1	0		0	0
lent	2	NA	1	0	2.77	0	0
leone	3	NA	1	1		0	0
leppings	1	NA	1	0		0	0
leprosy	1	NA	1	0	4.10	0	0
leptin	3	NA	1	0		0	0
lesbian	4	NA	1	0	4.21	0	0
lesion	4	NA	1	0	4.38	0	0
lesotho	3	NA	1	1		0	0
less	285	0	0	0	2.77	0	0
lessen	4	NA	1	0	2.23	0	0
lessening	1	NA	1	0	2.20	0	0
lesser	9	NA	1	0	2.29	0	0
lesson	29	NA	1	0	2.79	0	0
let	95	0	1	0	2.26	0	0
lethal	3	NA	1	0	3.04	0	0
lethargy	2	NA	1	0	2.52	0	0
letsmove	1	NA	1	0		0	0
letter	30	0	1	0	4.70	0	0
letters	20	NA	1	0		0	0
letting	7	NA	1	0		0	0
lettuce	3	NA	1	0	4.97	0	0
leukemia	2	NA	1	0	3.57	0	0
leukocidin	1	NA	1	0		1	0
leukocyte	7	NA	1	0		0	2
levant	2	NA	1	1		0	0
level	467	NA	1	0	2.86	0	5
leveling	1	NA	1	0	2.97	0	1
lever	12	NA	1	0	4.77	0	0
levita	4	NA	1	1		1	0
levy	1	NA	1	0	3.54	0	0
lewis	32	0	1	1		0	0
leyden	1	NA	1	0		0	0
leydig	5	0	1	1		1	0
lhotse	6	NA	1	1		2	0
liaise	2	NA	1	0		0	0
liam	4	NA	1	1		0	0
liar	6	NA	1	0	3.43	0	0
liberal	20	NA	1	0	1.67	0	0
liberalization	4	NA	1	0	1.64	0	0
liberally	1	NA	1	0	1.90	0	0
liberate	7	NA	1	0	2.29	0	0
liberation	2	NA	1	0	2.21	0	0
liberia	30	NA	1	1		0	0
liberian	7	NA	1	1		0	0
liberty	6	NA	1	0	1.85	0	0
library	36	NA	1	0	4.80	0	0
licence	15	NA	1	0	4.57	0	2
license	22	NA	1	0	4.00	0	0
lichen	17	4	1	0		2	0
lid	4	NA	1	0	4.96	0	0
lidl	1	NA	1	0		0	0
lie	54	0	1	0	3.11	0	2
lied	8	NA	1	0	2.57	0	0
lien	1	NA	1	0		0	0
life	697	0	1	0	2.69	2	0
lifeblood	1	NA	1	0	3.00	0	0
lifeboat	2	NA	1	0	4.48	0	0
lifecycle	4	NA	1	0		0	0
lifecycles	1	NA	1	0		0	0
lifeless	1	NA	1	0	3.03	0	0
lifelong	3	NA	1	0	1.92	0	0
lifespan	5	NA	1	0	2.55	0	0
lifestyle	36	NA	1	0	2.14	0	0
lifetime	36	NA	1	0	2.15	0	0
lift	35	0	1	0	3.89	0	0
ligament	4	NA	1	0	4.33	0	0
ligase	6	3	1	0		3	0
ligation	1	NA	1	0		1	0
light	287	0	1	0	4.21	2	1
lightbulb	3	NA	1	0	5.00	0	0
lightening	3	NA	1	0	4.19	0	0
lighter	20	NA	1	0	4.53	0	0
lighting	9	NA	1	0	4.38	0	0
lightly	4	0	1	0	2.60	0	0
lightning	8	NA	1	0	4.59	1	0
lightweight	2	NA	1	0	2.93	0	0
lignin	4	NA	1	0		0	0
lignite	2	NA	1	0		0	1
like	922	0	0	0	1.89	0	0
likeliest	1	NA	1	0		0	0
likelihood	12	NA	1	0	1.73	0	1
likely	146	NA	1	0	1.76	0	0
liken	2	NA	1	0	2.04	0	0
likeness	1	NA	1	0	2.22	0	0
likewise	10	NA	1	0	2.07	0	0
lily	19	NA	1	0	4.69	0	0
lim	2	NA	1	1		1	0
lima	22	NA	1	1	3.87	0	0
limal	24	NA	1	1		0	0
limb	38	NA	1	0	4.64	0	0
limbed	1	NA	1	0		0	0
limbic	7	NA	1	0		0	0
limbless	2	NA	1	0	3.77	0	0
limbo	2	NA	1	0	2.65	0	0
lime	1	NA	1	0	4.96	0	0
limerick	1	NA	1	0	3.85	0	0
limestone	6	NA	1	0	4.59	0	0
limit	69	0	1	0	2.28	0	0
limitation	9	NA	1	0	2.18	0	0
limited	73	NA	1	0	1.87	0	0
limiting	17	NA	1	0	1.60	0	0
limitless	3	NA	1	0	1.71	0	0
limosa	1	NA	1	0		0	0
limosus	1	NA	1	0		0	0
lin	3	NA	1	1		0	0
linckia	1	NA	1	0		0	0
lincoln	6	NA	1	1		0	0
linda	3	NA	1	0		0	0
lindo	2	NA	1	1		0	0
lindstedt	9	0	1	1		0	0
line	125	0	1	0	4.50	1	0
lineage	27	NA	1	0	3.15	0	0
linear	23	NA	1	0	3.45	0	0
linearly	1	NA	1	0	2.50	0	0
ling	1	NA	1	0		0	0
linger	1	NA	1	0	2.41	0	0
linguistic	2	NA	1	0	2.56	0	0
lining	23	NA	1	0	4.41	0	0
link	90	NA	1	0	3.43	0	2
linkage	13	NA	1	0	2.75	1	1
links	12	NA	1	0	3.52	0	0
linley	1	NA	1	0		0	0
linnaean	2	NA	1	1		0	0
linnaeus	4	NA	1	1		1	0
linnean	1	NA	1	0		0	0
linoleic	1	NA	1	0		0	0
linolenic	1	NA	1	0		0	0
linus	1	NA	1	0		0	0
lion	4	NA	1	0	4.96	0	0
lionel	3	NA	1	1		0	0
lip	3	NA	1	0	4.96	0	0
lipase	1	NA	1	0		0	0
lipid	64	1	1	0	3.04	1	2
lipoprotein	2	3	1	0		1	0
lipscomb	1	NA	1	0		0	0
liquefy	1	NA	1	0	3.31	0	0
liquid	85	NA	1	0	4.72	0	1
liquid's	1	NA	1	0		0	0
lira	3	NA	1	0		0	0
lisa	7	0	1	1		0	0
list	92	0	1	0	4.43	0	0
listen	39	0	1	0	3.47	0	0
listenable	1	NA	1	0		0	0
listener	7	0	1	0	3.46	0	0
listening	23	NA	1	0	2.48	0	0
listing	1	NA	1	0	3.15	0	0
lit	2	NA	1	0	3.67	0	0
liter	1	NA	1	0	4.24	0	0
literacy	6	NA	1	0	2.04	0	0
literal	2	NA	1	0	1.53	0	0
literally	9	NA	1	0	2.48	0	0
literarily	1	NA	1	0		0	0
literary	7	NA	1	0	2.32	0	0
literate	2	NA	1	0	2.48	0	0
literature	10	NA	1	0	4.10	0	0
lithium	2	NA	1	0	4.13	0	0
lithuania	3	NA	1	1		0	0
litmus	2	NA	1	0	3.20	0	0
litre	10	NA	1	0		0	0
litter	8	NA	1	0	4.47	0	0
little	193	0	1	0	3.67	0	0
littman	8	NA	1	1		0	0
livable	3	NA	1	0	2.48	0	0
live	379	0	1	0	3.57	0	0
liveable	1	NA	1	0	2.25	0	0
livelihood	3	NA	1	0	2.38	0	0
lively	7	NA	1	0	2.36	0	0
liver	43	NA	1	0	4.68	1	0
livermore	6	NA	1	1		0	0
livermorium	3	NA	1	0		0	0
liverpool	17	NA	1	1		0	0
liverwort	10	4	1	0		1	0
livestock	11	NA	1	0	4.70	0	0
living	380	0	1	0	3.04	0	0
livre	3	NA	1	1		0	0
liz	1	NA	1	0		0	0
lizard	19	NA	1	0	4.68	0	0
lka	2	NA	1	0		0	0
llable	1	NA	1	0		0	0
lled	5	NA	1	0		0	0
ller	1	NA	1	0		0	0
lling	1	NA	1	0		0	0
lloyd	6	NA	1	1		0	0
lls	1	NA	1	0		0	0
lm	9	NA	1	0		0	0
lmed	1	NA	1	0		0	0
lming	1	NA	1	0		0	0
loa	6	NA	1	1		1	0
load	9	NA	1	0	3.63	0	0
loading	1	NA	1	0	3.74	0	0
loaf	3	NA	1	0	4.79	0	0
loan	19	NA	1	0	3.72	0	0
lob	2	NA	1	0	3.83	0	0
lobate	2	NA	1	0		0	0
lobato	3	NA	1	1		0	0
lobby	3	NA	1	0	4.70	0	0
lobbyist	1	NA	1	0	3.71	0	0
lobe	35	NA	1	0	4.44	5	0
lobster	4	NA	1	0	4.86	0	0
local	201	NA	1	0	3.04	0	0
locale	1	NA	1	0	2.96	0	0
localize	7	NA	1	0	2.14	0	0
locally	10	NA	1	0	2.45	0	0
locate	93	NA	1	0	2.97	0	0
locating	2	NA	1	0		0	0
location	83	2	1	0	3.00	1	1
lock	13	NA	1	0	4.65	0	0
lockheed	3	NA	1	1		0	0
locomotion	20	NA	1	0	3.37	0	0
locus	3	1	1	0		1	0
locust	7	NA	1	0	4.80	0	0
lodge	8	1	1	0	4.00	1	0
lodging	1	NA	1	0	4.37	0	0
log	5	NA	1	0	4.96	0	0
logan	2	NA	1	1		0	0
loggia	1	NA	1	0		0	0
logging	2	NA	1	0	3.81	0	0
loghman	3	NA	1	1		1	0
logic	3	NA	1	0	1.72	0	1
logical	13	0	1	0	2.11	0	0
logie	3	NA	1	1		0	0
logistic	16	NA	1	0	2.32	0	0
logistical	5	NA	1	0	2.07	0	0
logistically	1	NA	1	0		0	0
logistics	1	NA	1	0	2.48	0	0
logo	12	NA	1	0	4.40	1	0
logos	2	NA	1	0	4.41	0	0
loiter	1	NA	1	0	3.61	0	0
london	197	NA	1	1		0	0
londoner	4	NA	1	1		0	1
lone	1	NA	1	0	1.59	0	0
loneliness	38	1	1	0	2.37	1	0
lonely	20	NA	1	0	2.19	0	0
long	346	0	1	0	3.18	0	0
longer	162	0	1	0	2.75	0	0
longevity	1	NA	1	0	1.90	0	0
longitudinal	8	NA	1	0	2.83	0	0
longlegs	1	NA	1	0		0	0
longstanding	5	NA	1	0	2.28	0	0
lonnie	3	NA	1	1		0	0
look	295	0	1	0	2.96	0	0
looking	123	0	1	0	3.53	0	0
loom	4	NA	1	0	4.50	0	0
loon	3	NA	1	1	4.26	0	0
loop	11	NA	1	0	4.26	0	3
loose	3	NA	1	0	3.18	0	0
loosely	1	NA	1	0	2.52	0	0
loosen	1	NA	1	0	3.24	0	0
loosening	1	NA	1	0		0	0
loosestrife	1	NA	1	0		0	0
looting	2	NA	1	0		0	0
lophelia	1	NA	1	0		0	0
lophotrochozoa	2	NA	1	0		2	0
lord	7	0	1	1	3.04	0	0
lorenzini	2	NA	1	1		1	0
loretta	3	NA	1	1		0	0
lorises	2	NA	1	0		0	0
lorraine	3	NA	1	0		0	0
lorry	8	NA	1	0		0	0
los	13	NA	1	1		0	0
lose	231	0	1	0	2.25	0	2
loss	117	NA	1	0	2.19	0	3
losses	18	NA	1	0		0	0
lot	269	0	1	0	3.70	0	0
lots	85	NA	1	0	3.30	0	0
lottery	11	NA	1	0	4.19	0	0
lotus	2	NA	1	0	4.35	0	0
loud	20	NA	1	0	3.73	0	0
louis	12	NA	1	1		0	0
louise	6	NA	1	1		0	0
louisiana	5	NA	1	1		0	0
lounge	9	NA	1	1	3.96	0	0
love	159	0	1	0	2.07	1	0
lovely	23	0	1	0	2.29	0	0
lovemore	3	NA	1	0		0	0
lover	5	NA	1	0	3.68	0	0
lovin	2	NA	1	0		0	0
lovingly	2	NA	1	0	2.00	0	0
low	191	NA	1	0	3.34	0	1
lowbirthweight	1	NA	1	0		0	0
lowcalorie	1	NA	1	0		0	0
lower	134	NA	1	0	2.76	0	0
lowercase	1	NA	1	0	3.57	0	0
lowerenergy	1	NA	1	0		0	0
lowering	6	NA	1	0	3.00	0	0
lowest	36	NA	1	0		0	0
lowland	2	NA	1	0	3.82	0	0
lowly	1	NA	1	0	1.71	0	0
lowness	1	NA	1	0	1.78	0	0
loyal	11	NA	1	0	1.69	0	0
loyalty	5	NA	1	0	1.57	0	0
lpg	1	NA	1	0		0	0
lpi	2	NA	1	1		0	0
lsd	1	NA	1	0		0	0
ltd	1	1	1	0		3	0
ltrated	1	NA	1	0		0	0
lub	1	NA	1	0		0	0
lubricant	2	NA	1	0	4.52	0	0
lubricate	2	NA	1	0	4.18	0	0
lubrication	1	NA	1	0	3.62	0	0
lucas	9	NA	1	1		0	0
lucasfilm	7	NA	1	1		0	0
lucia	3	NA	1	1		0	0
luciano	4	NA	1	1		0	0
luck	1	0	1	0	1.33	0	0
luckily	6	NA	1	0	1.55	0	0
lucky	17	0	1	0	1.76	0	0
lucrative	7	NA	1	0	1.69	0	0
lucy	4	NA	1	0		0	0
luggage	4	NA	1	0	4.83	0	0
luis	3	NA	1	1		0	0
luke	6	NA	1	1		0	0
lukla	6	NA	1	1		0	0
lull	2	NA	1	0	2.32	0	0
lumbar	1	NA	1	0	3.96	0	0
lumbuenamo	9	NA	1	1		0	0
lumen	7	NA	1	0		1	0
luminescent	2	NA	1	0	3.67	0	0
lump	3	NA	1	0	4.56	0	0
lunar	2	NA	1	0	3.56	0	0
lunch	3	0	1	0	4.31	0	0
lunchtime	2	NA	1	0	3.79	0	0
lung	81	NA	1	0	4.82	0	0
lungfish	1	NA	1	0	4.58	0	0
lungless	1	NA	1	0		0	0
luntz	3	NA	1	1		0	0
lunularia	1	NA	1	0		0	0
luossavaara	3	NA	1	0		0	0
lupine	2	NA	1	0		0	0
lupus	5	NA	1	0	3.46	0	0
lurch	1	NA	1	0	3.41	0	0
lure	5	NA	1	0	3.59	0	0
lurin	3	NA	1	1		0	0
lust	3	NA	1	0	2.15	0	0
luteal	2	NA	1	0		0	0
luteinizing	4	NA	1	0		0	0
luteum	12	3	1	0		1	0
luther	7	NA	1	1		0	0
luxembourg	9	NA	1	1		0	0
luxurious	1	NA	1	0	2.93	0	0
luxury	34	NA	1	0	2.59	0	0
lycophyta	2	NA	1	1		0	0
lycophytes	2	NA	1	0		0	1
lycopodiales	1	NA	1	0		0	0
lycopodium	1	NA	1	0		0	0
lydia	1	NA	1	0		0	0
lyell	3	NA	1	0		0	0
lyft	1	NA	1	0		0	0
lying	21	0	1	0	2.52	0	0
lymph	19	NA	1	0	3.48	1	0
lymphatic	8	NA	1	0	2.90	0	0
lymphocyte	36	2	1	0		1	1
lymphoid	1	NA	1	0		0	0
lymphoma	1	NA	1	0	3.76	0	0
lynch	10	NA	1	1	3.39	0	0
lynn	3	NA	1	1		0	0
lynx	28	NA	1	0	4.50	0	1
lyric	2	NA	1	0	3.61	0	0
lyse	2	NA	1	0		0	0
lysergic	1	NA	1	0		0	0
lysine	1	NA	1	0		0	0
lysis	7	NA	1	0		0	0
lysosome	20	NA	1	0		2	1
lysozyme	1	NA	1	0		0	0
lythrum	1	NA	1	0		0	0
lyuba	1	NA	1	0		0	0
m	4	0	0	0		0	0
maathai	2	NA	1	0		0	0
mac	3	NA	1	1		0	0
macarthur	2	NA	1	0		0	0
macbeth	3	NA	1	0		0	0
macdonald	1	NA	1	0		0	0
macedo	3	NA	1	1		0	0
mach	2	NA	1	1		0	0
machado	6	NA	1	1		0	0
machine	79	0	1	0	4.25	0	3
machinery	11	NA	1	0	4.75	0	0
macho	3	NA	1	0	1.90	0	0
macis	3	NA	1	1		0	0
mackerel	1	NA	1	0	4.89	0	0
macleod	3	NA	1	1		0	0
macroecologist	2	NA	1	0		0	0
macroevolution	3	NA	1	0		1	0
macrofossils	1	NA	1	0		0	0
macromolecule	46	0	1	0		2	7
macrophage	23	2	1	0		2	0
macroscopic	2	NA	1	0	2.46	0	0
macular	1	NA	1	0		0	0
maculatus	2	NA	1	0		0	0
mad	6	0	1	0	2.76	0	0
madagascar	8	NA	1	1		1	0
maddy	1	NA	1	0		0	0
madeline	1	NA	1	0		0	0
madiba	6	NA	1	1		0	0
madison	3	NA	1	1		0	0
madness	3	NA	1	0	1.97	0	0
madonna	3	NA	1	1		0	0
madre	1	NA	1	0		0	0
madreporite	3	1	1	0		2	0
madrid	5	NA	1	1		0	0
maenas	2	NA	1	0		0	0
maestro	1	NA	1	0	4.16	0	0
mafia	6	NA	1	0	3.66	0	0
mafic	4	5	1	0		1	0
magazine	50	NA	1	0	5.00	0	0
magdy	3	NA	1	0		0	0
maggot	6	NA	1	0	4.97	0	0
magic	14	NA	1	0	2.90	0	0
magical	3	NA	1	0	2.30	0	0
magistrate	1	NA	1	0	3.82	0	0
magma	35	1	1	0	4.73	3	0
magna	3	NA	1	0		0	0
magnesium	5	NA	1	0	4.07	0	0
magnet	4	NA	1	0	4.70	0	0
magnetic	9	NA	1	0	3.40	0	0
magnetite	1	NA	1	0		0	0
magnification	11	NA	1	0	3.52	3	1
magnificent	3	NA	1	0	1.86	0	0
magnify	7	NA	1	0	3.71	0	0
magnirostris	1	NA	1	0		0	0
magnitude	6	NA	1	0	2.43	0	0
magnolia	3	NA	1	0	4.71	0	0
magnoliidae	3	NA	1	1		1	0
maha	3	NA	1	1		0	0
mahadev	1	NA	1	0		0	0
maheshwar	3	NA	1	1		0	0
mahindra	2	NA	1	1		0	0
maid	3	NA	1	0	4.64	0	0
maidan	2	NA	1	1		0	0
maiden	2	NA	1	1	4.24	0	0
maidstone	1	NA	1	0		0	0
mail	8	NA	1	0	4.69	0	1
mailing	1	NA	1	0	3.63	0	0
main	157	NA	1	0	2.41	0	0
maine	1	NA	1	0		0	0
mainland	16	NA	1	0	4.31	0	0
mainly	37	NA	1	0	2.00	0	0
mainstream	16	NA	1	0	1.81	0	0
maintain	125	NA	1	0	2.32	0	0
maintenance	22	NA	1	0	3.07	0	1
mair	1	NA	1	0		1	0
maize	3	NA	1	0	4.58	0	0
majestic	7	NA	1	0	2.04	0	0
majesty	2	NA	1	1	1.94	0	0
major	202	0	1	0	2.16	0	0
majora	4	NA	1	0		1	0
majority	56	NA	1	0	2.54	0	0
majors	2	NA	1	0		0	0
majuro	3	NA	1	1		0	0
majus	1	NA	1	0		0	0
make	1290	0	0	0	2.67	0	3
makeover	1	NA	1	0	3.64	0	0
maker	40	NA	1	0	3.90	0	1
makeup	12	NA	1	0	4.45	0	1
making	173	0	0	0	2.34	0	1
mal	8	NA	1	1		0	0
maladaptive	2	NA	1	0		0	0
malala	23	NA	1	1		0	0
malalas	1	NA	1	0		0	0
malaria	31	NA	1	0	3.93	1	0
malarial	5	NA	1	0		0	0
malay	2	NA	1	1		0	0
malaya	3	NA	1	1		0	0
malaysia	4	NA	1	1		0	0
malaysian	4	NA	1	1		0	0
maldives	6	NA	1	1		0	0
male	177	NA	1	0	4.45	0	1
malformed	1	NA	1	0	3.23	0	0
malfunction	2	NA	1	0	2.74	0	1
mali	1	NA	1	0		0	0
malia	3	NA	1	1		0	0
malign	1	NA	1	0	2.04	0	0
